"numero","id_bling","dataVenda","dataPedido","qtde_itens","custo","totalVenda","taxaLoja","CMV"
"43411","21471427332","2024-11-03","2024-11-03","0","14.23","27.89","34.33","51"
"43488","21485165563","2024-11-05","2024-11-05","0","14.23","27.89","34.33","51"
"43542","21496614005","2024-11-06","2024-11-06","0","14.23","27.89","34.33","51"
"43581","21501892445","2024-11-06","2024-11-06","0","14.23","27.89","34.33","51"
"43655","21517623746","2024-11-08","2024-11-08","0","14.23","27.89","34.33","51"
"43679","21520886034","2024-11-09","2024-11-09","0","14.23","27.89","34.33","51"
"43695","21523160213","2024-11-09","2024-11-09","0","14.23","27.89","34.33","51"
"43706","21525033525","2024-11-09","2024-11-09","1","14.23","27.89","34.33","51"
"43732","21529106898","2024-11-10","2024-11-10","1","14.23","27.89","34.33","51"
"43775","21539216869","2024-11-11","2024-11-11","1","14.23","27.89","34.33","51"
"43786","21540264157","2024-11-11","2024-11-11","1","14.23","27.89","34.33","51"
"43793","21541333830","2024-11-11","2024-11-11","1","14.23","27.89","34.33","51"
"43813","21543115940","2024-11-11","2024-11-11","1","14.23","27.89","34.33","51"
"43851","21553966498","2024-11-12","2024-11-12","1","14.23","27.89","34.33","51"
"43871","21558425043","2024-11-13","2024-11-13","1","14.23","27.89","34.33","51"
"43876","21560377882","2024-11-13","2024-11-13","1","14.23","27.89","34.33","51"
"43912","21569650521","2024-11-14","2024-11-14","1","14.23","27.89","34.33","51"
"43943","21573825754","2024-11-15","2024-11-15","1","14.23","27.89","34.33","51"
"43948","21574387953","2024-11-15","2024-11-15","1","14.23","27.89","34.33","51"
"43963","21576511721","2024-11-16","2024-11-16","1","14.23","27.89","34.33","51"
"43870","21558171058","2024-11-11","2024-11-11","1","14.23","27.89","34.33","51"
"44042","21593570528","2024-11-18","2024-11-18","1","14.23","27.89","34.33","51"
"44054","21595300146","2024-11-19","2024-11-19","1","14.23","27.89","34.33","51"
"44056","21597084051","2024-11-19","2024-11-19","1","14.23","27.89","34.33","51"
"44092","21602733164","2024-11-19","2024-11-19","1","14.23","27.89","34.33","51"
"44102","21603317959","2024-11-19","2024-11-19","1","14.23","27.89","34.33","51"
"44171","21615257194","2024-11-21","2024-11-21","1","14.23","27.89","34.33","51"
"44179","21616582433","2024-11-21","2024-11-21","1","14.23","27.89","34.33","51"
"44193","21618340912","2024-11-21","2024-11-21","1","14.23","27.89","34.33","51"
"44217","21624443393","2024-11-22","2024-11-22","1","14.23","27.89","34.33","51"
"44226","21625881284","2024-11-22","2024-11-22","1","14.23","27.89","34.33","51"
"44227","21626286891","2024-11-22","2024-11-22","1","14.23","27.89","34.33","51"
"44232","21627110309","2024-11-23","2024-11-23","1","14.23","27.89","34.33","51"
"44234","21627231879","2024-11-23","2024-11-23","1","14.23","27.89","34.33","51"
"44257","21630410542","2024-11-23","2024-11-23","1","14.23","27.89","34.33","51"
"44264","21631060183","2024-11-23","2024-11-23","1","14.23","27.89","34.33","51"
"44266","21631689708","2024-11-24","2024-11-24","1","14.23","27.89","34.33","51"
"44267","21632126551","2024-11-24","2024-11-24","1","14.23","27.89","34.33","51"
"43522","21491740161","2024-11-05","2024-11-05","0","11.22","29","0","38.68"
"43970","21577703978","2024-11-16","2024-11-16","1","7.78","29","0","26.82"
"43380","21469105371","2024-11-02","2024-11-02","0","12.00","29.89","33.37","40.13"
"43433","21474233197","2024-11-03","2024-11-03","0","12.00","29.89","33.37","40.13"
"43349","21465995451","2024-11-01","2024-11-01","1","15.25","29.94","33.36","50.93"
"43767","21538120899","2024-11-11","2024-11-11","1","17.75","31.51","31.5","56.33"
"43776","21539338698","2024-11-11","2024-11-11","1","17.95","31.89","32.53","56.26"
"44015","21585271934","2024-11-18","2024-11-18","1","12.00","31.89","32.53","37.61"
"44029","21591221323","2024-11-18","2024-11-18","1","12.00","31.89","32.53","37.61"
"44063","21598247388","2024-11-19","2024-11-19","1","12.00","31.89","32.53","37.61"
"43594","21506017287","2024-11-07","2024-11-07","0","12.75","32","0","39.84"
"43646","21516602168","2024-11-08","2024-11-08","1","12.19","32","0","38.09"
"44187","21617765500","2024-11-21","2024-11-21","1","19.41","32","30.81","60.65"
"44206","21622283035","2024-11-22","2024-11-22","1","17.83","32.47","32.3","54.91"
"44160","21613521436","2024-11-21","2024-11-21","1","16.00","32.77","32.13","48.82"
"44260","21630525796","2024-11-23","2024-11-23","1","16.00","32.99","32.13","48.49"
"43565","21500469704","2024-11-06","2024-11-06","4","12.69","33","0","9.61"
"44058","21597651915","2024-11-19","2024-11-19","1","17.75","33.54","29.38","52.9"
"44156","21613071546","2024-11-21","2024-11-21","1","17.75","33.54","29.38","52.9"
"44172","21615379666","2024-11-21","2024-11-21","1","17.75","33.54","29.38","52.9"
"43719","21526896357","2024-11-10","2024-11-10","1","12.00","34","29.14","35.29"
"43843","21552569884","2024-11-12","2024-11-12","2","13.70","34","0","20.14"
"44231","21626812572","2024-11-22","2024-11-22","1","12.00","34","29.14","35.29"
"44041","21593502087","2024-11-18","2024-11-18","1","17.99","34.5","31.5","52.12"
"43907","21567105183","2024-11-14","2024-11-14","1","17.75","34.75","31.5","51.07"
"43306","21460437129","2024-11-01","2024-11-01","1","17.75","34.79","31.5","51.02"
"43469","21482025639","2024-11-04","2024-11-04","0","17.75","34.79","31.5","51.02"
"43500","21488851749","2024-11-05","2024-11-05","0","17.75","34.79","31.5","51.02"
"43550","21498245975","2024-11-06","2024-11-06","0","17.75","34.79","31.5","51.02"
"43588","21503083825","2024-11-07","2024-11-07","0","17.75","34.79","31.5","51.02"
"43592","21504711004","2024-11-07","2024-11-07","0","17.75","34.79","31.5","51.02"
"43613","21510828852","2024-11-07","2024-11-07","0","17.75","34.79","31.5","51.02"
"43617","21511366418","2024-11-07","2024-11-07","0","17.75","34.79","31.5","51.02"
"43635","21514421049","2024-11-08","2024-11-08","1","17.75","34.79","31.5","51.02"
"43763","21537165493","2024-11-11","2024-11-11","1","17.75","34.79","31.5","51.02"
"43791","21541213712","2024-11-11","2024-11-11","1","17.75","34.79","31.5","51.02"
"43819","21545424635","2024-11-12","2024-11-12","1","17.75","34.79","31.5","51.02"
"43862","21556966872","2024-11-13","2024-11-13","1","17.75","34.79","31.5","51.02"
"43889","21562264115","2024-11-13","2024-11-13","1","17.75","34.79","31.5","51.02"
"44003","21582028587","2024-11-17","2024-11-17","1","17.75","34.79","31.5","51.02"
"44018","21587478308","2024-11-18","2024-11-18","1","17.99","34.79","31.5","51.71"
"44028","21591088647","2024-11-18","2024-11-18","1","17.75","34.79","31.5","51.02"
"44131","21607225543","2024-11-20","2024-11-20","1","17.99","34.79","31.5","51.71"
"44222","21625042372","2024-11-22","2024-11-22","1","17.75","34.79","31.5","51.02"
"44270","21632520389","2024-11-24","2024-11-24","1","17.99","34.79","31.5","51.71"
"43736","21529744475","2024-11-11","2024-11-11","1","25.20","35.63","29.22","70.72"
"43326","21463761054","2024-11-01","2024-11-01","1","16.00","36","0","44.44"
"43464","21481011619","2024-11-04","2024-11-04","0","16.24","36","0","45.11"
"43521","21491142425","2024-11-05","2024-11-05","0","16.00","36","0","44.44"
"43353","21466382105","2024-11-02","2024-11-02","0","21.81","36.15","30","60.31"
"43384","21469382875","2024-11-02","2024-11-02","0","19.90","36.99","30.81","53.79"
"43402","21470781501","2024-11-03","2024-11-03","0","19.90","36.99","30.81","53.79"
"43442","21478192177","2024-11-04","2024-11-04","0","19.90","36.99","30.81","53.79"
"43573","21501412990","2024-11-06","2024-11-06","0","19.90","36.99","30.81","53.79"
"43614","21510974584","2024-11-07","2024-11-07","0","19.90","36.99","30.81","53.79"
"43615","21511069753","2024-11-07","2024-11-07","0","19.90","36.99","30.81","53.79"
"43348","21465841052","2024-11-01","2024-11-01","1","19.41","37","30.81","52.45"
"43508","21489441641","2024-11-05","2024-11-05","0","7.91","37","41.62","42.75"
"43606","21510264269","2024-11-07","2024-11-07","2","12.68","37","0","17.13"
"43303","21460147143","2024-11-01","2024-11-01","1","19.56","37.15","30.75","52.63"
"43668","21518848679","2024-11-08","2024-11-08","0","21.81","37.56","30","58.05"
"43680","21521197522","2024-11-09","2024-11-09","0","5.60","37.97","41.07","29.48"
"43334","21464286566","2024-11-01","2024-11-01","1","22.22","38","0","58.47"
"43336","21464320746","2024-11-01","2024-11-01","1","17.77","38","0","46.76"
"43831","21550275325","2024-11-12","2024-11-12","1","19.91","38","0","52.39"
"43972","21577776164","2024-11-16","2024-11-16","2","15.82","38","0","20.81"
"44157","21613168046","2024-11-21","2024-11-21","2","7.22","38","0","19"
"43559","21499515063","2024-11-06","2024-11-06","2","13.84","39","0","17.74"
"43772","21538911224","2024-11-11","2024-11-11","5","29.88","39","0","15.95"
"43501","21488941051","2024-11-05","2024-11-05","0","20.29","39.79","30.02","50.97"
"43572","21501214491","2024-11-06","2024-11-06","0","9.11","39.88","40.04","45.68"
"43586","21502959020","2024-11-07","2024-11-07","0","20.29","39.9","30.02","50.85"
"43768","21538188572","2024-11-11","2024-11-11","1","20.29","39.9","30.02","50.85"
"43854","21554248271","2024-11-12","2024-11-12","1","20.29","39.9","30.02","50.85"
"43892","21562467888","2024-11-13","2024-11-13","1","20.29","39.9","30.02","50.85"
"44196","21620004698","2024-11-22","2024-11-22","1","20.29","39.9","30.02","50.85"
"43318","21462014742","2024-11-01","2024-11-01","1","20.39","39.93","30","51.05"
"43664","21518380201","2024-11-08","2024-11-08","0","21.81","39.93","30","54.62"
"43301","21459745284","2024-11-01","2024-11-01","1","21.81","39.99","30","54.53"
"43323","21463320500","2024-11-01","2024-11-01","1","21.81","39.99","30","54.53"
"43338","21464532275","2024-11-01","2024-11-01","1","21.81","39.99","30","54.53"
"43351","21466331562","2024-11-01","2024-11-01","1","21.81","39.99","30","54.53"
"43359","21467247655","2024-11-02","2024-11-02","0","21.81","39.99","30","54.53"
"43364","21467666676","2024-11-02","2024-11-02","0","21.81","39.99","30","54.53"
"43412","21471466788","2024-11-03","2024-11-03","0","21.81","39.99","30","54.53"
"43429","21473451288","2024-11-03","2024-11-03","0","21.81","39.99","30","54.53"
"43457","21480119528","2024-11-04","2024-11-04","0","21.81","39.99","30","54.53"
"43467","21481943381","2024-11-04","2024-11-04","0","21.81","39.99","30","54.53"
"43468","21481953704","2024-11-04","2024-11-04","0","21.81","39.99","30","54.53"
"43476","21483502978","2024-11-04","2024-11-04","0","20.39","39.99","30","50.98"
"43480","21484164589","2024-11-04","2024-11-04","0","21.81","39.99","30","54.53"
"43487","21484596907","2024-11-04","2024-11-04","0","21.81","39.99","30","54.53"
"43502","21489031088","2024-11-05","2024-11-05","0","21.81","39.99","30","54.53"
"43506","21489382674","2024-11-05","2024-11-05","0","21.81","39.99","30","54.53"
"43505","21489350368","2024-11-05","2024-11-05","0","21.81","39.99","30","54.53"
"43509","21489663108","2024-11-05","2024-11-05","0","20.39","39.99","30","50.98"
"43519","21491109393","2024-11-05","2024-11-05","0","21.81","39.99","30","54.53"
"43552","21498764201","2024-11-06","2024-11-06","0","20.39","39.99","30","50.98"
"43553","21498838644","2024-11-06","2024-11-06","0","21.81","39.99","30","54.53"
"43555","21498957290","2024-11-06","2024-11-06","0","20.39","39.99","30","50.98"
"43626","21511948960","2024-11-07","2024-11-07","0","21.81","39.99","30","54.53"
"43658","21518011763","2024-11-08","2024-11-08","0","21.81","39.99","30","54.53"
"43670","21519311895","2024-11-08","2024-11-08","0","21.81","39.99","30","54.53"
"43672","21519720671","2024-11-08","2024-11-08","0","21.81","39.99","30","54.53"
"43687","21522492930","2024-11-09","2024-11-09","0","21.81","39.99","30","54.53"
"43712","21525812996","2024-11-10","2024-11-10","1","20.39","39.99","30","50.98"
"43718","21526793417","2024-11-10","2024-11-10","1","20.39","39.99","30","50.98"
"43720","21527035873","2024-11-10","2024-11-10","1","20.39","39.99","30","50.98"
"43723","21527245607","2024-11-10","2024-11-10","1","20.39","39.99","30","50.98"
"43814","21543541823","2024-11-12","2024-11-12","1","20.39","39.99","30","50.98"
"43815","21544308387","2024-11-12","2024-11-12","1","20.39","39.99","30","50.98"
"43878","21560781726","2024-11-13","2024-11-13","1","20.39","39.99","30","50.98"
"43893","21562792276","2024-11-13","2024-11-13","1","20.39","39.99","30","50.98"
"43968","21577406596","2024-11-16","2024-11-16","1","20.39","39.99","30","50.98"
"43365","21467754779","2024-11-02","2024-11-02","0","19.17","40","0","47.92"
"43777","21539544182","2024-11-11","2024-11-11","1","16.51","40","0","41.27"
"43911","21569193440","2024-11-14","2024-11-14","0","47.40","40","0","29.62"
"43765","21537707121","2024-11-11","2024-11-11","1","25.08","41.84","28.33","59.94"
"43790","21541005326","2024-11-11","2024-11-11","1","5.60","42.06","38.96","26.62"
"43375","21468756037","2024-11-02","2024-11-02","0","25.20","42.47","27.11","59.32"
"43925","21571136001","2024-11-14","2024-11-14","1","25.76","42.5","25.62","60.61"
"44001","21581353861","2024-11-17","2024-11-17","1","25.76","42.5","25.62","60.61"
"43371","21468170100","2024-11-02","2024-11-02","0","25.20","43.38","29.22","58.07"
"43514","21490815640","2024-11-05","2024-11-05","0","25.20","43.38","29.22","58.07"
"44070","21599442498","2024-11-19","2024-11-19","1","25.20","43.38","29.22","58.07"
"44090","21602657769","2024-11-19","2024-11-19","1","25.20","43.38","29.22","58.07"
"44120","21606337465","2024-11-20","2024-11-20","1","25.20","43.38","29.22","58.07"
"44036","21592650755","2024-11-18","2024-11-18","1","23.84","43.99","26.64","54.19"
"44098","21602906665","2024-11-19","2024-11-19","1","23.84","43.99","26.64","54.19"
"44202","21621395310","2024-11-22","2024-11-22","1","23.84","43.99","26.64","54.19"
"43583","21502151132","2024-11-06","2024-11-06","0","20.39","44","25.13","46.34"
"43593","21505291421","2024-11-07","2024-11-07","0",NULL,"44","0",NULL
"43841","21551990954","2024-11-12","2024-11-12","0","25.61","44","0","29.1"
"44020","21588560255","2024-11-18","2024-11-18","1","16.90","44","0","38.4"
"43473","21483020091","2024-11-04","2024-11-04","0","25.27","44.9","28.9","56.28"
"43445","21478834198","2024-11-04","2024-11-04","0","28.04","44.99","28.89","62.32"
"44079","21600990856","2024-11-19","2024-11-19","1","20.39","45","0","45.31"
"43470","21482191517","2024-11-04","2024-11-04","0","25.20","45.61","31.15","55.25"
"43928","21571767472","2024-11-15","2024-11-15","1","10.67","45.97","37.4","46.41"
"43785","21540167797","2024-11-11","2024-11-11","1","23.84","45.99","28.7","51.83"
"43497","21488185669","2024-11-05","2024-11-05","0","22.26","46","0","48.39"
"43608","21510568950","2024-11-07","2024-11-07","0","27.22","46.54","28.59","58.48"
"43801","21542120973","2024-11-11","2024-11-11","1","30.94","46.81","28.52","66.08"
"43343","21465023610","2024-11-01","2024-11-01","1","29.09","46.9","28.52","62.02"
"43425","21473117814","2024-11-03","2024-11-03","0","29.09","46.9","28.52","62.02"
"43520","21491129884","2024-11-05","2024-11-05","0","22.03","46.95","28.51","46.92"
"44052","21594797523","2024-11-19","2024-11-19","1","22.03","46.95","28.51","46.92"
"43671","21519446273","2024-11-08","2024-11-08","0","14.23","47","18","30.27"
"43705","21524994913","2024-11-09","2024-11-09","1","31.01","47.93","24","64.68"
"43846","21553699922","2024-11-12","2024-11-12","1","31.01","47.93","24","64.68"
"43935","21572515636","2024-11-15","2024-11-15","1","31.01","47.93","24","64.68"
"43944","21573867702","2024-11-15","2024-11-15","1","31.01","47.93","24","64.68"
"43300","21459215444","2024-11-01","2024-11-01","1","25.08","47.99","28.33","52.26"
"43355","21467053107","2024-11-02","2024-11-02","0","25.08","47.99","28.33","52.26"
"43481","21484261116","2024-11-04","2024-11-04","0","27.20","47.99","24","56.67"
"43528","21492727601","2024-11-05","2024-11-05","0","25.08","47.99","28.33","52.26"
"43678","21520447868","2024-11-09","2024-11-09","0","25.08","47.99","28.33","52.26"
"43692","21522939337","2024-11-09","2024-11-09","0","25.08","47.99","28.33","52.26"
"43731","21528745261","2024-11-10","2024-11-10","1","27.20","47.99","24","56.67"
"43735","21529689217","2024-11-11","2024-11-11","1","25.08","47.99","28.33","52.26"
"43745","21531784635","2024-11-11","2024-11-11","1","27.20","47.99","24","56.67"
"43799","21541796068","2024-11-11","2024-11-11","1","25.08","47.99","28.33","52.26"
"44069","21599237304","2024-11-19","2024-11-19","1","27.20","47.99","24","56.67"
"43961","21576489061","2024-11-16","2024-11-16","1","24.00","48","0","50"
"43973","21577868190","2024-11-16","2024-11-16","1","19.17","48","0","39.93"
"44155","21612602948","2024-11-21","2024-11-21","1","19.17","48","0","39.93"
"43934","21572471226","2024-11-15","2024-11-15","1","25.48","48.9","28.17","52.1"
"44208","21622864250","2024-11-22","2024-11-22","1","25.48","48.9","28.17","52.1"
"43368","21467912249","2024-11-02","2024-11-02","0","81.66","49","0","55.55"
"43909","21568969361","2024-11-14","2024-11-14","1","19.90","49","0","40.61"
"44068","21599227533","2024-11-19","2024-11-19","1","25.20","49","0","51.42"
"44049","21594442924","2024-11-18","2024-11-18","1","28.42","49.9","23.52","56.95"
"43329","21463934161","2024-11-01","2024-11-01","1","34.27","49.99","25","68.55"
"43537","21494065435","2024-11-06","2024-11-06","0","31.01","49.99","28","62.03"
"43556","21499270871","2024-11-06","2024-11-06","0","29.09","49.99","28","58.19"
"43560","21499847791","2024-11-06","2024-11-06","0","29.09","49.99","28","58.19"
"43709","21525383454","2024-11-10","2024-11-10","1","29.09","49.99","28","58.19"
"43782","21540094178","2024-11-11","2024-11-11","1","31.01","49.99","28","62.03"
"43794","21541587237","2024-11-11","2024-11-11","1","31.01","49.99","28","62.03"
"43800","21542009992","2024-11-11","2024-11-11","1","29.09","49.99","28","58.19"
"43982","21578979910","2024-11-16","2024-11-16","1","31.01","49.99","28","62.03"
"44013","21584334337","2024-11-18","2024-11-18","1","31.01","49.99","28","62.03"
"44059","21597690256","2024-11-19","2024-11-19","1","31.01","49.99","28","62.03"
"44111","21605314148","2024-11-20","2024-11-20","1","31.01","49.99","28","62.03"
"44127","21607034705","2024-11-20","2024-11-20","1","31.01","49.99","28","62.03"
"43463","21480959767","2024-11-04","2024-11-04","3","18.71","50","0","12.47"
"44251","21629223075","2024-11-23","2024-11-23","2","17.51","50","0","17.51"
"43697","21523452404","2024-11-09","2024-11-09","0","29.75","50.4","27.93","59.02"
"43990","21579857227","2024-11-16","2024-11-16","1","28.42","52.9","27.56","53.72"
"43992","21580093900","2024-11-17","2024-11-17","1","28.42","52.9","27.56","53.72"
"43344","21465132309","2024-11-01","2024-11-01","1","20.28","54","0","37.55"
"44088","21602610278","2024-11-19","2024-11-19","1","29.48","54.9","22.42","53.69"
"43611","21510749313","2024-11-07","2024-11-07","0","32.60","56.88","26.93","57.31"
"43354","21466911282","2024-11-02","2024-11-02","0","32.60","57.4","26.93","56.78"
"44050","21594516135","2024-11-18","2024-11-18","1","32.60","57.5","26.93","56.68"
"43443","21478612519","2024-11-04","2024-11-04","0","32.60","57.65","26.93","56.54"
"43623","21511744961","2024-11-07","2024-11-07","0","32.60","57.7","26.93","56.49"
"44034","21592438982","2024-11-18","2024-11-18","1","32.60","57.7","26.93","56.49"
"43774","21539151394","2024-11-11","2024-11-11","1","27.91","59","0","47.3"
"43684","21522150154","2024-11-09","2024-11-09","0","4.33","59.2","0","58.51"
"43322","21462875314","2024-11-01","2024-11-01","1","35.10","59.49","26.71","59"
"44010","21583555805","2024-11-17","2024-11-17","1","9.11","59.81","40.07","45.68"
"43879","21560814328","2024-11-13","2024-11-13","1","29.74","59.9","0","49.64"
"44175","21616176977","2024-11-21","2024-11-21","1","29.74","59.9","0","49.64"
"43547","21497597444","2024-11-06","2024-11-06","0","5.60","59.97","41.52","28.01"
"43682","21521934739","2024-11-09","2024-11-09","0","30.52","60","0","50.86"
"44021","21589747244","2024-11-18","2024-11-18","4","26.19","60","0","10.91"
"44145","21609586290","2024-11-21","2024-11-21","1","37.30","60.02","27.99","62.14"
"44185","21617683077","2024-11-21","2024-11-21","1","37.30","61.5","26.52","60.65"
"44077","21600761093","2024-11-19","2024-11-19","1","29.09","61.81","18","47.05"
"43472","21482729979","2024-11-04","2024-11-04","4","14.11","62","0","7.57"
"43908","21567710564","2024-11-14","2024-11-14","2","30.61","62.4","0","25.55"
"43666","21518776531","2024-11-08","2024-11-08","1","32.17","64","0","50.26"
"43397","21470242480","2024-11-03","2024-11-03","0","40.40","64.9","26.16","62.24"
"43308","21461001463","2024-11-01","2024-11-01","1","37.99","65","0","58.44"
"43649","21516764991","2024-11-08","2024-11-08","3","30.88","65","0","15.83"
"43637","21514538955","2024-11-08","2024-11-08","1","43.84","66","20.59","66.42"
"44230","21626636350","2024-11-22","2024-11-22","1","43.84","66","20.59","66.42"
"43526","21492654387","2024-11-05","2024-11-05","0","17.75","67.09","29.38","52.9"
"43391","21469593435","2024-11-02","2024-11-02","0","44.00","67.25","20.41","65.42"
"43598","21508223767","2024-11-07","2024-11-07","0","40.88","67.5","25.94","60.56"
"43874","21559999297","2024-11-13","2024-11-13","1","40.88","67.5","25.94","60.56"
"43830","21549831615","2024-11-12","2024-11-12","1","30.78","68","0","45.26"
"43460","21480459535","2024-11-04","2024-11-04","0","44.00","68.19","20.29","64.51"
"43601","21509296173","2024-11-07","2024-11-07","0","52.90","68.9","25.06","76.77"
"43661","21518270869","2024-11-08","2024-11-08","1","33.29","69","0","48.24"
"44143","21609227221","2024-11-21","2024-11-21","1","48.53","69","25.79","70.33"
"44207","21622375422","2024-11-22","2024-11-22","2","20.17","69","0","14.61"
"43441","21477847220","2024-11-04","2024-11-04","0","17.75","69.58","31.5","51.02"
"43569","21501045775","2024-11-06","2024-11-06","0","17.75","69.58","31.5","51.02"
"43984","21579163438","2024-11-16","2024-11-16","1","37.55","69.81","25.72","53.78"
"43633","21513348532","2024-11-08","2024-11-08","1","37.55","69.9","25.72","53.71"
"43741","21530828849","2024-11-11","2024-11-11","1","41.28","69.9","25.72","59.05"
"43877","21560627351","2024-11-13","2024-11-13","1","40.88","69.98","25.71","58.4"
"43662","21518289514","2024-11-08","2024-11-08","1","5.00","70","0","7.14"
"43987","21579769693","2024-11-16","2024-11-16","1","26.17","72.08","18","36.3"
"43812","21543103672","2024-11-11","2024-11-11","1","43.68","72.98","25.48","59.84"
"44197","21620010275","2024-11-22","2024-11-22","1","43.68","72.98","25.48","59.84"
"44012","21584315907","2024-11-18","2024-11-18","1","19.90","73.98","30.81","53.79"
"43628","21512064116","2024-11-07","2024-11-07","0","42.97","74.47","21.05","57.7"
"43423","21472955241","2024-11-03","2024-11-03","0","45.45","74.5","25.38","61"
"43825","21548885274","2024-11-12","2024-11-12","1","45.46","74.9","25.34","60.69"
"44249","21629180986","2024-11-23","2024-11-23","1","37.75","74.9","0","50.4"
"44057","21597588453","2024-11-19","2024-11-19","1","43.84","74.98","25.33","58.46"
"44212","21623758640","2024-11-22","2024-11-22","4","29.47","75","0","12"
"43842","21552066144","2024-11-12","2024-11-12","1","37.55","76.97","18","48.78"
"43394","21469802959","2024-11-02","2024-11-02","0","51.94","77.48","20.73","67.02"
"43570","21501052570","2024-11-06","2024-11-06","0","51.94","77.48","20.73","67.02"
"44045","21593836398","2024-11-18","2024-11-18","1","51.94","77.48","20.73","67.02"
"44066","21598789627","2024-11-19","2024-11-19","1","51.94","77.48","20.73","67.02"
"44158","21613205361","2024-11-21","2024-11-21","1","51.94","77.48","20.73","67.02"
"44167","21614758644","2024-11-21","2024-11-21","1","51.94","77.48","20.73","67.02"
"43853","21554175511","2024-11-12","2024-11-12","1","51.94","77.9","20.7","66.67"
"44035","21592442546","2024-11-18","2024-11-18","2","20.17","78","0","12.92"
"43621","21511643068","2024-11-07","2024-11-07","0","27.20","78.12","18","34.81"
"43869","21558170001","2024-11-11","2024-11-11","1","44.83","78.88","25.06","56.82"
"43652","21517456997","2024-11-08","2024-11-08","0","44.83","78.9","25.06","56.81"
"43808","21542661140","2024-11-11","2024-11-11","1","44.83","78.9","25.06","56.81"
"43976","21578061830","2024-11-16","2024-11-16","1","44.83","78.9","25.06","56.81"
"44061","21598157507","2024-11-19","2024-11-19","1","44.83","78.9","25.06","56.81"
"43431","21473943188","2024-11-03","2024-11-03","0","31.01","79.9","16.49","38.81"
"43807","21542610858","2024-11-11","2024-11-11","1","31.01","79.9","26.65","38.81"
"44038","21592855447","2024-11-18","2024-11-18","1","31.01","79.9","16.49","38.81"
"44142","21609078066","2024-11-20","2024-11-20","1","31.01","79.9","16.49","38.81"
"44263","21631010750","2024-11-23","2024-11-23","1","31.01","79.9","16.49","38.81"
"43546","21497398750","2024-11-06","2024-11-06","0","21.81","79.98","30","54.53"
"43577","21501687817","2024-11-06","2024-11-06","0","21.81","79.98","30","54.53"
"43342","21464935764","2024-11-01","2024-11-01","2","35.87","80","0","22.41"
"43538","21494124566","2024-11-06","2024-11-06","0","37.05","80.79","18","45.85"
"43314","21461558892","2024-11-01","2024-11-01","3","37.31","83","0","14.98"
"43914","21569816395","2024-11-14","2024-11-14","4","36.32","83","0","10.93"
"44150","21611220732","2024-11-21","2024-11-21","2","49.45","83.44","25.88","29.62"
"43726","21527569434","2024-11-10","2024-11-10","1","48.36","84.36","24.71","57.32"
"43485","21484481355","2024-11-04","2024-11-04","0","48.36","84.9","24.71","56.96"
"44168","21614833055","2024-11-21","2024-11-21","1","25.20","84.95","27.11","59.32"
"43884","21561706062","2024-11-13","2024-11-13","1","42.97","85","0","50.55"
"43574","21501502921","2024-11-06","2024-11-06","2","42.83","85.34","25.56","25.09"
"43585","21502812431","2024-11-06","2024-11-06","0","26.17","88.01","26.63","59.46"
"44152","21611932338","2024-11-21","2024-11-21","1","46.90","89","0","52.69"
"44214","21624181384","2024-11-22","2024-11-22","1","46.90","89","0","52.69"
"43641","21516067027","2024-11-08","2024-11-08","1","30.00","90","0","33.33"
"43756","21536070951","2024-11-11","2024-11-11","3","37.28","90","0","13.8"
"43363","21467572219","2024-11-02","2024-11-02","0","115.04","91.45","24.37","62.89"
"43419","21472302719","2024-11-03","2024-11-03","3","53.25","91.98","18","19.29"
"44011","21584262620","2024-11-17","2024-11-17","1","48.53","93","16.49","52.18"
"44241","21628615461","2024-11-23","2024-11-23","1","48.53","93","16.49","52.18"
"43784","21540139640","2024-11-11","2024-11-11","1","57.66","94","24.25","61.34"
"43474","21483172608","2024-11-04","2024-11-04","0","72.54","94.44","11.49","76.81"
"43702","21524602767","2024-11-09","2024-11-09","0","31.01","95.87","24","64.68"
"43899","21563505015","2024-11-14","2024-11-14","1","59.43","96.3","24.14","61.7"
"44030","21591689852","2024-11-18","2024-11-18","1","59.43","96.3","24.14","61.71"
"43861","21556656316","2024-11-13","2024-11-13","1","59.43","96.4","24.14","61.64"
"43930","21572136065","2024-11-15","2024-11-15","1","59.43","96.4","24.14","61.64"
"44008","21583140405","2024-11-17","2024-11-17","1","43.68","96.62","17.99","45.2"
"43513","21490564319","2024-11-05","2024-11-05","0","52.90","97.41","18","54.3"
"43455","21479468837","2024-11-04","2024-11-04","2","37.18","98","0","18.96"
"43933","21572400818","2024-11-15","2024-11-15","1","43.68","100.04","18","43.66"
"43647","21516611782","2024-11-08","2024-11-08","0","64.04","100.29","23.99","63.85"
"43727","21527732295","2024-11-10","2024-11-10","1","64.04","100.29","23.99","63.85"
"43367","21467838757","2024-11-02","2024-11-02","0","65.20","102.22","23.87","63.78"
"43896","21563159404","2024-11-13","2024-11-13","1","62.20","102.33","23.85","60.78"
"43370","21467976293","2024-11-02","2024-11-02","0","65.20","103.01","23.87","63.28"
"43533","21493627741","2024-11-05","2024-11-05","0","65.20","103.01","23.87","63.28"
"43589","21503774967","2024-11-07","2024-11-07","0","65.20","103.01","23.87","63.28"
"43667","21518809307","2024-11-08","2024-11-08","0","65.20","103.01","23.87","63.28"
